epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,844.949,1.16899,0.61194,0.85611,0.98315,0.95238,0.99258,0.65528,0.98077,0.58909,0.72061,0.0008714,0.0008714,0.0008714
59,858.473,1.20608,0.62406,0.84972,0.98655,0.95231,0.99186,0.62263,1.03353,1.17727,0.72954,0.0008516,0.0008516,0.0008516
60,871.878,1.18866,0.6236,0.86342,0.98185,0.93686,0.99024,0.66567,0.93378,0.61434,0.71266,0.0008318,0.0008318,0.0008318
61,885.397,1.20925,0.63078,0.8725,0.96155,0.97427,0.9928,0.68116,0.90456,0.82013,0.70643,0.000812,0.000812,0.000812
62,898.772,1.15769,0.57813,0.86515,0.97786,0.95238,0.991,0.64238,0.99649,1.04748,0.72348,0.0007922,0.0007922,0.0007922
63,912.329,1.13789,0.58732,0.85557,0.97676,0.95671,0.99088,0.63652,0.97576,1.3915,0.71882,0.0007724,0.0007724,0.0007724
64,925.979,1.09843,0.61285,0.83636,0.97012,0.97835,0.99307,0.68177,0.90783,1.02313,0.70813,0.0007526,0.0007526,0.0007526
65,939.434,1.14585,0.61745,0.86303,0.96111,0.9697,0.99077,0.66816,0.91251,1.67599,0.70944,0.0007328,0.0007328,0.0007328
66,952.844,1.09111,0.55426,0.84335,0.98273,0.94372,0.98941,0.66314,0.942,1.42185,0.71341,0.000713,0.000713,0.000713
67,966.234,1.15341,0.57186,0.84435,0.97809,0.96631,0.99163,0.64732,0.97294,0.93394,0.72033,0.0006932,0.0006932,0.0006932
68,979.705,1.157,0.63142,0.86363,0.99106,0.96014,0.99254,0.65843,0.9698,1.12787,0.72112,0.0006734,0.0006734,0.0006734
69,993.281,1.13577,0.57525,0.86286,0.98839,0.96537,0.9931,0.67277,0.89898,1.20565,0.70923,0.0006536,0.0006536,0.0006536
70,1006.76,1.11058,0.56852,0.86888,0.99122,0.97731,0.99353,0.6677,0.91332,1.005,0.71286,0.0006338,0.0006338,0.0006338
71,1020.38,1.12184,0.5695,0.83485,0.97388,0.96835,0.98995,0.63127,0.9611,1.37668,0.72189,0.000614,0.000614,0.000614
72,1037.4,1.11355,0.56347,0.85737,0.97471,0.96104,0.98959,0.62982,0.9638,1.18224,0.72026,0.0005942,0.0005942,0.0005942
73,1052.38,1.07251,0.56598,0.85117,0.99266,0.93939,0.99113,0.6486,0.9348,1.0243,0.71506,0.0005744,0.0005744,0.0005744
74,1067.46,1.12493,0.55245,0.85495,0.98697,0.95671,0.9933,0.66695,0.89213,0.58734,0.70982,0.0005546,0.0005546,0.0005546
75,1089.72,1.05271,0.60554,0.82501,0.95771,0.98037,0.99266,0.67691,0.90589,0.51912,0.70919,0.0005348,0.0005348,0.0005348
76,1115.84,1.13821,0.55833,0.85484,0.97179,0.98701,0.99282,0.66093,0.93315,1.36517,0.71546,0.000515,0.000515,0.000515
77,1129.13,1.13025,0.5745,0.85466,0.97841,0.98097,0.99334,0.63628,0.97246,1.053,0.7191,0.0004952,0.0004952,0.0004952
78,1142.66,1.10201,0.54671,0.85657,0.95992,0.96537,0.99122,0.65508,0.94766,1.14583,0.71686,0.0004754,0.0004754,0.0004754
79,1156.44,1.08734,0.56454,0.82888,0.96822,0.96537,0.9914,0.67579,0.9288,1.35408,0.71519,0.0004556,0.0004556,0.0004556
80,1170.2,1.11598,0.55329,0.86234,0.96898,0.98701,0.99327,0.66177,0.92755,0.6024,0.71764,0.0004358,0.0004358,0.0004358
81,1184.01,1.09221,0.54533,0.85028,0.98256,0.96104,0.99306,0.66426,0.9519,0.83382,0.71573,0.000416,0.000416,0.000416
82,1197.63,1.07366,0.53752,0.85038,0.96029,0.98701,0.99283,0.64845,0.9879,0.52594,0.72164,0.0003962,0.0003962,0.0003962
